comparison_id,query_id,topic,baseline,goal,assistant_1_system,assistant_2_system,answer_a_path,answer_b_path,answer_a_preview,answer_b_preview
human__novix__q23,23,Code LLM evaluation,Novix,Generate a research proposal on how to build a deep evaluation framework for code LLMs.,EvoScientist,Novix,reproduction/artifacts/idea_outputs/EvoScientist/query_23/answer.txt,reproduction/artifacts/idea_outputs/Novix/query_23/answer.txt,Research Proposal: DeepEval — A Multi-Dimensional Evaluation Framework for Code LLMs### Title DeepEval: Beyond Functional Correctness — A Multi-Dimensional Evaluation Framework for Code LLMs ------------------------------------------------------------------...,"### 1. Title **DEP-Code (Deep Execution & Perturbation for Code):** A Multi-Dimensional Framework for Evaluating Repository-Level Context Integration and Robustness in Code LLMs. ### 2. Problem and Motivation Current code LLM benchmarks (e.g., HumanEval, MB..."
human__novix__q24,24,RAG,Novix,Generate a research proposal on solving multi-hop reasoning challenges in Retrieval-Augmented Generation (RAG).,EvoScientist,Novix,reproduction/artifacts/idea_outputs/EvoScientist/query_24/answer.txt,reproduction/artifacts/idea_outputs/Novix/query_24/answer.txt,"Title: Graph-Guided Iterative Retrieval with Structured Decomposition for Multi-Hop RAGProblem Standard RAG pipelines retrieve documents in a single flat pass and then generate an answer. For multi-hop questions (e.g., ""Which university did the president of...","### 1. Title **Iterative Latent-Graph Refinement (ILGR): A Dynamic Evidence-Bridge Framework for Multi-Hop RAG** ### 2. Problem and Motivation Standard Retrieval-Augmented Generation (RAG) systems typically operate on a ""retrieve-then-read"" paradigm, which ..."
human__novix__q25,25,Multi-source reasoning,Novix,Generate a research proposal on complex reasoning with multi-source information.,EvoScientist,Novix,reproduction/artifacts/idea_outputs/EvoScientist/query_25/answer.txt,reproduction/artifacts/idea_outputs/Novix/query_25/answer.txt,Research Proposal: Conflict-Aware Multi-Source Reasoning### Title Conflict-Aware Multi-Source Reasoning: Detecting and Resolving Information Conflicts in Retrieval-Augmented Generation ------------------------------------------------------------------------...,### 1. Title **Graph-Augmented Cross-Source Verification (GACSV): Mitigating Information Conflict in Multi-Hop Reasoning** ### 2. Problem and Motivation Large Language Models (LLMs) increasingly rely on Retrieval-Augmented Generation (RAG) to solve complex ...
human__novix__q26,26,Data filtering,Novix,Generate a research proposal on solving data filtering challenges for domain-specific models.,EvoScientist,Novix,reproduction/artifacts/idea_outputs/EvoScientist/query_26/answer.txt,reproduction/artifacts/idea_outputs/Novix/query_26/answer.txt,Research Proposal: Adaptive Difficulty Filtering for Domain-Specific Language Model Pretraining## Title AdaFilter: Adaptive Difficulty-Aware Data Filtering for Domain-Specific Language Model Pretraining ------------------------------------------------------...,### Research Proposal: Semantic Density Contrastive Filtering (SDCF) for Domain-Specific Model Pre-training #### 1. Title Semantic Density Contrastive Filtering (SDCF): Leveraging Domain-Specific Embedding Divergence to Recover High-Utility Specialized Data...
human__novix__q27,27,Long-context understanding,Novix,Generate a research proposal on how to enhance the long-context understanding of Large Language Models.,EvoScientist,Novix,reproduction/artifacts/idea_outputs/EvoScientist/query_27/answer.txt,reproduction/artifacts/idea_outputs/Novix/query_27/answer.txt,Research Proposal: Structured Memory Banks for Long-Context Grounding in LLMs## Title Memory-Augmented Hierarchical Summarization (MAHS): Improving Long-Context Grounding Without Full Attention Retraining ----------------------------------------------------...,**Title:** Dynamic Semantic Density Pruning (DSDP): Adaptive KV Cache Management for Long-Context LLMs **Problem and Motivation** Current Large Language Models (LLMs) struggle with long-context windows due to the quadratic memory scaling of the Key-Value (K...
human__novix__q28,28,Alignment,Novix,Generate a research proposal on cross-cultural alignment for Large Language Models.,EvoScientist,Novix,reproduction/artifacts/idea_outputs/EvoScientist/query_28/answer.txt,reproduction/artifacts/idea_outputs/Novix/query_28/answer.txt,"Title: CULTURAL-PREF: Preference Tuning with Culturally-Grounded Contrastive Examples for Cross-Cultural LLM AlignmentProblem. Current RLHF/DPO alignment pipelines overwhelmingly use preference data annotated by English-speaking, Western raters. This produc...",### 1. Title **Dynamic Cultural Constitution: Multi-Objective Alignment via Contextual Reward Modeling (DCC-MARM)** ### 2. Problem and Motivation Current Large Language Models (LLMs) are predominantly aligned using Reinforcement Learning from Human Feedback...
human__novix__q29,29,Alignment,Novix,Generate a research proposal on value alignment for AI agents.,EvoScientist,Novix,reproduction/artifacts/idea_outputs/EvoScientist/query_29/answer.txt,reproduction/artifacts/idea_outputs/Novix/query_29/answer.txt,Research Proposal: Steering Vector–Based Value Control in Large Language Models## Title Value Steering Without Fine-Tuning: Representation Engineering for Controllable AI Alignment ----------------------------------------------------------------------------...,"**1. Title** Deliberative Constitutional Refinement (DCR): Enhancing AI Agent Alignment through Multi-Agent Value Synthesis. **2. Problem and Motivation** Current value alignment techniques, such as Reinforcement Learning from Human Feedback (RLHF) or Const..."
human__novix__q30,30,Audio foundation models,Novix,Help me generate a research proposal on general-purpose audio foundation models.,EvoScientist,Novix,reproduction/artifacts/idea_outputs/EvoScientist/query_30/answer.txt,reproduction/artifacts/idea_outputs/Novix/query_30/answer.txt,Research Proposal: Reproducing and Extending Masked Audio Modeling for General-Purpose Audio Foundation Models## Title Are Masked Autoencoders Sufficient for General-Purpose Audio Representation Learning? A Reproducibility and Extension Study of AudioMAE --...,"**1. Title** **UniAudio-Hierarchical:** A Unified Audio Foundation Model via Multi-Scale Residual Vector Quantization and Prefix-Prompting. **2. Problem and Motivation** Current audio foundation models are often bifurcated: discriminative models (e.g., WavL..."
human__k_dense__q01,1,Machine translation,K-Dense,Generate a research proposal on low-resource machine translation.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_01/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_01/answer.txt,Research Proposal: Cross-Lingual Contrastive Retrieval for Low-Resource Neural Machine Translation## Title CREST-MT: Cross-Lingual Contrastive Retrieval-Augmented Fine-Tuning for Low-Resource Machine Translation ---------------------------------------------...,"### 1. Title **Lexically-Constrained Curriculum Distillation (LCCD): Enhancing Low-Resource NMT via Cross-Lingual Adapter Alignment** ### 2. Problem and Motivation Low-Resource Machine Translation (LRMT) suffers from the ""data-scarcity bottleneck,"" where ne..."
human__k_dense__q02,2,Software engineering,K-Dense,Help me generate a research proposal on AI for software engineering.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_02/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_02/answer.txt,Research Proposal: Self-Specification Alignment for LLM-Generated Code## Title Self-Specification Alignment: Closing the Validation Loop for LLM Code Generation Using Automatically Generated Behavioral Oracles -----------------------------------------------...,"**1. Title** Graph-Augmented Multi-Agent Refactoring (GAMAR): Reducing Global Technical Debt through Structured Dependency Context. **2. Problem and Motivation** Large Language Models (LLMs) excel at local code completion but struggle with ""global"" software..."
human__k_dense__q03,3,LLM evaluation,K-Dense,Generate a research proposal on how to address the accuracy issues of automated evaluation for Large Language Models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_03/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_03/answer.txt,Research Proposal: Addressing Accuracy Issues in Automated LLM Evaluation--- Title Calibrated Ensemble Evaluation (CEE): Improving LLM-as-a-Judge Accuracy through Uncertainty-Aware Multi-Model Deliberation ---------------------------------------------------...,"**1. Title** Meta-Evaluative Deliberation: Reducing LLM-as-a-Judge Bias via Attribution-Anchored Multi-Agent Consensus. **2. Problem and Motivation** Current automated evaluation frameworks (e.g., LLM-as-a-judge) exhibit significant systematic biases, inclu..."
human__k_dense__q04,4,Healthcare agents,K-Dense,Help me generate a research proposal on AI agents in healthcare.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_04/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_04/answer.txt,Research Proposal: Multi-Agent LLM Systems for Clinical Trial Eligibility Screening## Title TrialMatch: A Structured Multi-Agent Debate Framework for Zero-Shot Clinical Trial Eligibility Screening ------------------------------------------------------------...,"**1. Title** Hierarchical Multi-Agent Refinement for Guideline-Adherent Differential Diagnosis (H-MARD) **2. Problem and Motivation** Large Language Models (LLMs) in clinical settings frequently exhibit ""premature closure""—the tendency to jump to a diagnosi..."
human__k_dense__q05,5,Literature review automation,K-Dense,Generate a research proposal on automated literature review generation.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_05/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_05/answer.txt,Title: Structured Critical Literature Review Generation via Hierarchical Contradiction-Aware Synthesis--- Problem Current automated literature review systems (LLM-based or retrieval-augmented) produce fluent but shallow summaries — they list findings paper-...,### 1. Title Hierarchical Graph-Augmented Synthesis (HGAS): Leveraging Citation Topology for Thematic Literature Review Generation. ### 2. Problem and Motivation Current automated literature review (LR) systems predominantly use flat Retrieval-Augmented Gen...
human__k_dense__q06,6,Speech recognition,K-Dense,Generate a research proposal on low-resource speech recognition.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_06/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_06/answer.txt,Research Proposal: Confidence-Gated Iterative Pseudo-Labeling with Phoneme-Constrained Augmentation for Low-Resource ASRTitle: Semi-Supervised Self-Training with Audited Pseudo-Labels and Phoneme-Preserving Augmentation for Under-10-Hour Speech Recognition-...,"**1. Title** Cross-Lingual Adapter Tuning on Discrete Phonetic Units for Ultra-Low-Resource ASR. **2. Problem and Motivation** Fine-tuning massive self-supervised learning (SSL) models like XLS-R or Wav2Vec 2.0 on extremely low-resource languages (e.g., <5 ..."
human__k_dense__q07,7,Model efficiency,K-Dense,Generate a research proposal on how to break the performance ceiling of small models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_07/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_07/answer.txt,-------------------------------------------------------------------------------- Research Proposal: Breaking the Performance Ceiling of Small Language Models via Targeted Capacity Allocation## Title Beyond Scaling Alone: Targeted Capacity Allocation for Bre...,**1. Title** Recursive Latent-Space Distillation (RLSD): Enhancing Small Language Model Reasoning via Hierarchical Teacher-Trace Alignment. **2. Problem and Motivation** Small Language Models (SLMs) under 3B parameters consistently hit a performance ceiling...
human__k_dense__q08,8,AI agents,K-Dense,Generate a research proposal on complex reasoning for AI agents.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_08/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_08/answer.txt,"Research Proposal: Compositional Reasoning Under Distraction — When Do Agentic Workflows Break Down? Title**""Plan-Trace-Verify: A Controlled Study of Multi-Step Compositional Reasoning in LLM Agents Under Distractor Conditions""** ---------------------------...","**1. Title** Recursive Latent Knowledge Retrieval (LKR) for Guided Monte Carlo Tree Search in Complex Multi-Hop Reasoning. **2. Problem and Motivation** Large Language Models (LLMs) utilizing Chain-of-Thought (CoT) prompting often suffer from ""hallucination..."
human__k_dense__q09,9,Model deployment,K-Dense,Generate a research proposal on solving quantization challenges for LLM deployment on edge devices.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_09/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_09/answer.txt,"Title: Mixed-Precision Differentiable Quantization via Adaptive Bit Allocation for LLM Deployment on Edge DevicesProblem Deploying large language models (LLMs) on edge devices (phones, IoT, embedded systems) is bottlenecked by memory bandwidth and power. Cu...","### 1. Title **Hessian-Guided Channel-Wise Scaling (HGC-Scale): Optimizing 3-bit Integer Quantization for Edge NPU Deployment** ### 2. Problem and Motivation LLM deployment on edge devices (e.g., mobile SoCs, IoT gateways) is constrained by limited VRAM and..."
human__k_dense__q10,10,Text-to-SQL,K-Dense,Help me generate a research proposal on Text-to-SQL.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_10/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_10/answer.txt,Research Proposal: Schema-Aware Decomposition for Complex Text-to-SQL on Large-Scale Databases## Title Schema-Aware Decomposition: Robust Text-to-SQL on Large-Scale Databases via Progressive Pruning and Incremental Construction -----------------------------...,"### 1. Title **Graph-Pruned Schema Selection (GPSS): Enhancing Text-to-SQL on Large-Scale Databases via Minimal Subgraph Extraction.** ### 2. Problem and Motivation Current Large Language Model (LLM) based Text-to-SQL systems struggle with ""schema noise"" in..."
human__k_dense__q11,11,LLM capabilities,K-Dense,Generate a research proposal on the decoupling of Large Language Model capabilities.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_11/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_11/answer.txt,Research Proposal: Disentangling Knowledge from Reasoning in LLMs via Controlled Representation Intervention## Title Disentangling Knowledge and Reasoning Pathways in LLMs: A Representation-Intervention Framework for Capability Decoupling Problem Large Lang...,"**1. Title** Decomposing Parametric Memory and Procedural Logic via Low-Rank Modular Intervention. **2. Problem and Motivation** Current Large Language Models (LLMs) exhibit ""capability entanglement,"" where scaling parameters to improve logical reasoning (e..."
human__k_dense__q12,12,Factual consistency,K-Dense,Generate a research proposal on how to resolve factual consistency issues in Large Language Models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_12/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_12/answer.txt,Research Proposal: Self-Consistency Training via Automated Factual Hard-Negative Generation## Title FiND — Factual Negative Distillation: Improving LLM Factual Consistency via Self-Generated Hard Negatives ---------------------------------------------------...,"### 1. Title **Entity-Centric Contrastive Decoding (EC-CD): Mitigating Hallucinations via Knowledge Graph-Constrained Logit Shift** ### 2. Problem and Motivation Large Language Models (LLMs) frequently exhibit factual inconsistency, particularly ""entity swa..."
human__k_dense__q13,13,Data synthesis,K-Dense,Generate a research proposal on data synthesis for code LLMs.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_13/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_13/answer.txt,Research Proposal: Synthesizing Failure-to-Repair Trajectories for Improving Code LLM Reasoning## Title Trajectory-for-Code: Self-Supervised Synthesis of Debugging Trajectories for Robust Code Generation -----------------------------------------------------...,"### 1. Title **Exec-Graph: Execution-Verified Synthesis of Multi-Library Logic via Dependency-Graph Perturbation** ### 2. Problem and Motivation Current code Large Language Models (LLMs) rely heavily on ""The Stack"" or similar web-scale repositories, which a..."
human__k_dense__q14,14,Inference efficiency,K-Dense,Generate a research proposal on solving inference latency issues in Large Language Models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_14/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_14/answer.txt,Research Proposal: Sensitivity-Guided Dynamic Precision Allocation for LLM Inference## Title DyPrec: Sensitivity-Guided Dynamic Precision Allocation for Latency-Optimized LLM Inference ------------------------------------------------------------------------...,"### 1. Title Adaptive Layer-Skipping for Self-Speculative Decoding (ALS-SSD) ### 2. Problem and Motivation The primary bottleneck in Large Language Model (LLM) inference is the autoregressive nature of decoding, which is memory-bandwidth bound. While specul..."
human__k_dense__q15,15,Machine translation,K-Dense,Generate a research proposal on debiasing in machine translation.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_15/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_15/answer.txt,Research Proposal: Counterfactual Data Augmentation for Mitigating Gender Bias in Neural Machine Translation## Title Counterfactual Data Augmentation with Source-Side Control for Mitigating Occupational Gender Bias in Neural Machine Translation Problem Neur...,**1. Title** Contrastive Latent Alignment for Morphological Gender Consistency in Machine Translation (CLA-MT). **2. Problem and Motivation** Neural Machine Translation (NMT) models frequently inherit and amplify sociodemographic biases present in training ...
human__k_dense__q16,16,Knowledge injection,K-Dense,Generate a research proposal on addressing the challenges of knowledge injection in domain-specific Large Language Models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_16/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_16/answer.txt,Research Proposal: Adaptive Knowledge Injection via Confidence-Gated Adapter Fusion for Domain-Specific LLMs## Title Confidence-Gated Adapter Fusion for Mitigating Knowledge Conflicts During Domain-Specific LLM Injection Problem Domain-specific LLM deployme...,### 1. Title **Contrastive Knowledge Injection via Structured-Latent Alignment (CKI-SLA)** ### 2. Problem and Motivation Domain-specific Large Language Models (LLMs) face two primary hurdles: **Knowledge Conflict** (where pre-existing parametric weights con...
human__k_dense__q17,17,Information extraction,K-Dense,Generate a research proposal on automated information extraction.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_17/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_17/answer.txt,Research Proposal: Schema-Constrained Open Information Extraction with Progressive Self-Correction## Title Schema-Constrained Open IE via Progressive Self-Correction: Extracting Arbitrary Relation Tuples from Unstructured Text Without Hand-Labeled Training ...,"**1. Title** Schema-Constrained Contrastive Decoding for Document-Level N-ary Relation Extraction. **2. Problem and Motivation** Current Information Extraction (IE) systems, particularly those based on large language models (LLMs), struggle with document-le..."
human__k_dense__q18,18,UX evaluation,K-Dense,Generate a research proposal on user experience evaluation for Large Language Models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_18/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_18/answer.txt,Research Proposal: Systematic Comparison of UX Evaluation Methods for LLM-Based Conversational Agents## Title Evaluating the Evaluators: A Comparative Study of User Experience Assessment Methods for LLM-Based Conversational Agents Problem User experience (U...,"**1. Title** Quantifying the ""Alignment Friction"" Index: A Dynamic UX Evaluation Framework for Iterative Prompt Refinement. **2. Problem and Motivation** Current LLM evaluations (e.g., MMLU, AlpacaEval) focus on static, single-turn accuracy or model-as-a-ju..."
human__k_dense__q19,19,Evaluation leaderboards,K-Dense,Generate a research proposal on how to construct efficient leaderboards for LLM evaluation.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_19/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_19/answer.txt,Research Proposal: Adaptive Bayesian Leaderboards — Efficient LLM Evaluation via Active Sampling## Title Adaptive Bayesian Leaderboards: Accelerating LLM Evaluation via Active Benchmark Selection -------------------------------------------------------------...,"### 1. Title **Information-Theoretic Item Selection (ITIS): Optimizing LLM Leaderboards via 2-Parameter Logistic Item Response Theory** ### 2. Problem and Motivation Current LLM leaderboards (e.g., Open LLM Leaderboard, HELM) face two primary bottlenecks: h..."
human__k_dense__q20,20,Text generation,K-Dense,Generate a research proposal on the evaluation of diversity in text generation.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_20/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_20/answer.txt,"Research Proposal: Evaluating Context-Appropriate Diversity in Neural Text Generation## Title CoDE: A Context-Dependent Diversity Evaluation Framework for Open-Ended Text Generation Problem Existing diversity metrics for text generation (Distinct-n, Self-BL...","**1. Title** Spectral Entropy of Latent Embeddings (SELE): Quantifying Semantic Diversity via Singular Value Decay **2. Problem and Motivation** Current diversity metrics for text generation primarily fall into two categories: lexical (e.g., Distinct-n, Sel..."
human__k_dense__q21,21,Content detection,K-Dense,Generate a research proposal on how to address false positives in AI-generated content detection.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_21/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_21/answer.txt,Research Proposal: Robust AI-Generated Content Detection via Adversarially-Calibrated Uncertainty Estimation (R-ACE) -------------------------------------------------------------------------------- Title R-ACE: Reducing False Positives in AI-Generated Conte...,"### 1. Title **Selective Semantic Anchoring (SSA): Mitigating False Positives in AIGC Detection via Syntactic Complexity and Factual Consistency Analysis.** ### 2. Problem and Motivation Current AI-generated content (AIGC) detectors—whether zero-shot (e.g.,..."
human__k_dense__q22,22,Code LLM security,K-Dense,Generate a research proposal on the security of code LLMs.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_22/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_22/answer.txt,Research Proposal: TrojanCode — Stealthy Backdoor Attacks on Code LLMs via Docstring-Embedded Triggers## Title TrojanCode: Instruction-Selective Backdoor Attacks on Code Large Language Models via Docstring-Embedded Triggers ---------------------------------...,"**1. Title** Adversarial Prefix Optimization for Bypassing Safety Alignment in Code-Generation LLMs **2. Problem and Motivation** Large Language Models (LLMs) specialized for code (e.g., StarCoder2, CodeLlama) are increasingly integrated into IDEs and CI/CD..."
human__k_dense__q23,23,Code LLM evaluation,K-Dense,Generate a research proposal on how to build a deep evaluation framework for code LLMs.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_23/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_23/answer.txt,Research Proposal: DeepEval — A Multi-Dimensional Evaluation Framework for Code LLMs### Title DeepEval: Beyond Functional Correctness — A Multi-Dimensional Evaluation Framework for Code LLMs ------------------------------------------------------------------...,"**1. Title** STAR-Eval: Semantic Trace Alignment and Repository-level Reasoning for Code LLM Evaluation. **2. Problem and Motivation** Current benchmarks like HumanEval and MBPP primarily evaluate code LLMs on isolated, competitive-programming-style functio..."
human__k_dense__q24,24,RAG,K-Dense,Generate a research proposal on solving multi-hop reasoning challenges in Retrieval-Augmented Generation (RAG).,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_24/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_24/answer.txt,"Title: Graph-Guided Iterative Retrieval with Structured Decomposition for Multi-Hop RAGProblem Standard RAG pipelines retrieve documents in a single flat pass and then generate an answer. For multi-hop questions (e.g., ""Which university did the president of...",### 1. Title **Graph-Guided Latent Bridge Retrieval (GGLBR): Addressing Semantic Drift in Multi-Hop RAG via Entity-Relation Traversal** ### 2. Problem and Motivation Standard Retrieval-Augmented Generation (RAG) systems struggle with multi-hop queries where...
human__k_dense__q25,25,Multi-source reasoning,K-Dense,Generate a research proposal on complex reasoning with multi-source information.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_25/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_25/answer.txt,Research Proposal: Conflict-Aware Multi-Source Reasoning### Title Conflict-Aware Multi-Source Reasoning: Detecting and Resolving Information Conflicts in Retrieval-Augmented Generation ------------------------------------------------------------------------...,"### 1. Title **Cross-Source Contradiction Resolution via Atomic Fact Entailment Graphs (AFEG)** ### 2. Problem and Motivation Large Language Models (LLMs) often struggle with multi-source reasoning when sources contain disparate granularities, temporal inco..."
human__k_dense__q26,26,Data filtering,K-Dense,Generate a research proposal on solving data filtering challenges for domain-specific models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_26/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_26/answer.txt,Research Proposal: Adaptive Difficulty Filtering for Domain-Specific Language Model Pretraining## Title AdaFilter: Adaptive Difficulty-Aware Data Filtering for Domain-Specific Language Model Pretraining ------------------------------------------------------...,"**1. Title** Entropy-Aware Contrastive Filtering (EACF): Optimizing Domain-Specific Pre-training via Semantic Influence and Cross-Model Divergence. **2. Problem and Motivation** Standard data filtering pipelines (e.g., CCNet, RefinedWeb) utilize heuristics ..."
human__k_dense__q27,27,Long-context understanding,K-Dense,Generate a research proposal on how to enhance the long-context understanding of Large Language Models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_27/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_27/answer.txt,Research Proposal: Structured Memory Banks for Long-Context Grounding in LLMs## Title Memory-Augmented Hierarchical Summarization (MAHS): Improving Long-Context Grounding Without Full Attention Retraining ----------------------------------------------------...,"**1. Title** Hybrid Linear-Recurrent Attention with Dynamic Gating for 1M+ Token Contexts. **2. Problem and Motivation** Standard Transformer architectures utilize Softmax attention, which scales quadratically ($O(n^2)$) in both time and memory relative to ..."
human__k_dense__q28,28,Alignment,K-Dense,Generate a research proposal on cross-cultural alignment for Large Language Models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_28/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_28/answer.txt,"Title: CULTURAL-PREF: Preference Tuning with Culturally-Grounded Contrastive Examples for Cross-Cultural LLM AlignmentProblem. Current RLHF/DPO alignment pipelines overwhelmingly use preference data annotated by English-speaking, Western raters. This produc...","### 1. Title **Culturally-Diversified Preference Learning (CDPL): Modular Value Alignment via Low-Rank Reward Adapters** ### 2. Problem and Motivation Current Large Language Model (LLM) alignment techniques, primarily Reinforcement Learning from Human Feedb..."
human__k_dense__q29,29,Alignment,K-Dense,Generate a research proposal on value alignment for AI agents.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_29/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_29/answer.txt,Research Proposal: Steering Vector–Based Value Control in Large Language Models## Title Value Steering Without Fine-Tuning: Representation Engineering for Controllable AI Alignment ----------------------------------------------------------------------------...,"### 1. Title **Context-Aware Preference Extrapolation (CAPE): Aligning AI Agents via Latent Value Disentanglement** ### 2. Problem and Motivation Current value alignment techniques, such as Reinforcement Learning from Human Feedback (RLHF) and Direct Prefer..."
human__k_dense__q30,30,Audio foundation models,K-Dense,Help me generate a research proposal on general-purpose audio foundation models.,EvoScientist,K-Dense,reproduction/artifacts/idea_outputs/EvoScientist/query_30/answer.txt,reproduction/artifacts/idea_outputs/K-Dense/query_30/answer.txt,Research Proposal: Reproducing and Extending Masked Audio Modeling for General-Purpose Audio Foundation Models## Title Are Masked Autoencoders Sufficient for General-Purpose Audio Representation Learning? A Reproducibility and Extension Study of AudioMAE --...,"**Title:** Latent-Interleaved Audio Transformers (LIAT): Enhancing Temporal Grounding in General-Purpose Audio Foundation Models **Problem and Motivation:** Current audio foundation models (e.g., AudioLM, AudioLDM2) often struggle with fine-grained temporal..."
