comparison_id,annotator_id,dimension,winner,confidence,rationale
human__novix__q23,phd_annotator_2,Clarity,,,
human__novix__q23,phd_annotator_3,Novelty,,,
human__novix__q23,phd_annotator_3,Feasibility,,,
human__novix__q23,phd_annotator_3,Relevance,,,
human__novix__q23,phd_annotator_3,Clarity,,,
human__novix__q24,phd_annotator_1,Novelty,,,
human__novix__q24,phd_annotator_1,Feasibility,,,
human__novix__q24,phd_annotator_1,Relevance,,,
human__novix__q24,phd_annotator_1,Clarity,,,
human__novix__q24,phd_annotator_2,Novelty,,,
human__novix__q24,phd_annotator_2,Feasibility,,,
human__novix__q24,phd_annotator_2,Relevance,,,
human__novix__q24,phd_annotator_2,Clarity,,,
human__novix__q24,phd_annotator_3,Novelty,,,
human__novix__q24,phd_annotator_3,Feasibility,,,
human__novix__q24,phd_annotator_3,Relevance,,,
human__novix__q24,phd_annotator_3,Clarity,,,
human__novix__q25,phd_annotator_1,Novelty,,,
human__novix__q25,phd_annotator_1,Feasibility,,,
human__novix__q25,phd_annotator_1,Relevance,,,
human__novix__q25,phd_annotator_1,Clarity,,,
human__novix__q25,phd_annotator_2,Novelty,,,
human__novix__q25,phd_annotator_2,Feasibility,,,
human__novix__q25,phd_annotator_2,Relevance,,,
human__novix__q25,phd_annotator_2,Clarity,,,
human__novix__q25,phd_annotator_3,Novelty,,,
human__novix__q25,phd_annotator_3,Feasibility,,,
human__novix__q25,phd_annotator_3,Relevance,,,
human__novix__q25,phd_annotator_3,Clarity,,,
human__novix__q26,phd_annotator_1,Novelty,,,
human__novix__q26,phd_annotator_1,Feasibility,,,
human__novix__q26,phd_annotator_1,Relevance,,,
human__novix__q26,phd_annotator_1,Clarity,,,
human__novix__q26,phd_annotator_2,Novelty,,,
human__novix__q26,phd_annotator_2,Feasibility,,,
human__novix__q26,phd_annotator_2,Relevance,,,
human__novix__q26,phd_annotator_2,Clarity,,,
human__novix__q26,phd_annotator_3,Novelty,,,
human__novix__q26,phd_annotator_3,Feasibility,,,
human__novix__q26,phd_annotator_3,Relevance,,,
human__novix__q26,phd_annotator_3,Clarity,,,
human__novix__q27,phd_annotator_1,Novelty,,,
human__novix__q27,phd_annotator_1,Feasibility,,,
human__novix__q27,phd_annotator_1,Relevance,,,
human__novix__q27,phd_annotator_1,Clarity,,,
human__novix__q27,phd_annotator_2,Novelty,,,
human__novix__q27,phd_annotator_2,Feasibility,,,
human__novix__q27,phd_annotator_2,Relevance,,,
human__novix__q27,phd_annotator_2,Clarity,,,
human__novix__q27,phd_annotator_3,Novelty,,,
human__novix__q27,phd_annotator_3,Feasibility,,,
human__novix__q27,phd_annotator_3,Relevance,,,
human__novix__q27,phd_annotator_3,Clarity,,,
human__novix__q28,phd_annotator_1,Novelty,,,
human__novix__q28,phd_annotator_1,Feasibility,,,
human__novix__q28,phd_annotator_1,Relevance,,,
human__novix__q28,phd_annotator_1,Clarity,,,
human__novix__q28,phd_annotator_2,Novelty,,,
human__novix__q28,phd_annotator_2,Feasibility,,,
human__novix__q28,phd_annotator_2,Relevance,,,
human__novix__q28,phd_annotator_2,Clarity,,,
human__novix__q28,phd_annotator_3,Novelty,,,
human__novix__q28,phd_annotator_3,Feasibility,,,
human__novix__q28,phd_annotator_3,Relevance,,,
human__novix__q28,phd_annotator_3,Clarity,,,
human__novix__q29,phd_annotator_1,Novelty,,,
human__novix__q29,phd_annotator_1,Feasibility,,,
human__novix__q29,phd_annotator_1,Relevance,,,
human__novix__q29,phd_annotator_1,Clarity,,,
human__novix__q29,phd_annotator_2,Novelty,,,
human__novix__q29,phd_annotator_2,Feasibility,,,
human__novix__q29,phd_annotator_2,Relevance,,,
human__novix__q29,phd_annotator_2,Clarity,,,
human__novix__q29,phd_annotator_3,Novelty,,,
human__novix__q29,phd_annotator_3,Feasibility,,,
human__novix__q29,phd_annotator_3,Relevance,,,
human__novix__q29,phd_annotator_3,Clarity,,,
human__novix__q30,phd_annotator_1,Novelty,,,
human__novix__q30,phd_annotator_1,Feasibility,,,
human__novix__q30,phd_annotator_1,Relevance,,,
human__novix__q30,phd_annotator_1,Clarity,,,
human__novix__q30,phd_annotator_2,Novelty,,,
human__novix__q30,phd_annotator_2,Feasibility,,,
human__novix__q30,phd_annotator_2,Relevance,,,
human__novix__q30,phd_annotator_2,Clarity,,,
human__novix__q30,phd_annotator_3,Novelty,,,
human__novix__q30,phd_annotator_3,Feasibility,,,
human__novix__q30,phd_annotator_3,Relevance,,,
human__novix__q30,phd_annotator_3,Clarity,,,
human__k_dense__q01,phd_annotator_1,Novelty,,,
human__k_dense__q01,phd_annotator_1,Feasibility,,,
human__k_dense__q01,phd_annotator_1,Relevance,,,
human__k_dense__q01,phd_annotator_1,Clarity,,,
human__k_dense__q01,phd_annotator_2,Novelty,,,
human__k_dense__q01,phd_annotator_2,Feasibility,,,
human__k_dense__q01,phd_annotator_2,Relevance,,,
human__k_dense__q01,phd_annotator_2,Clarity,,,
human__k_dense__q01,phd_annotator_3,Novelty,,,
human__k_dense__q01,phd_annotator_3,Feasibility,,,
human__k_dense__q01,phd_annotator_3,Relevance,,,
human__k_dense__q01,phd_annotator_3,Clarity,,,
human__k_dense__q02,phd_annotator_1,Novelty,,,
human__k_dense__q02,phd_annotator_1,Feasibility,,,
human__k_dense__q02,phd_annotator_1,Relevance,,,
human__k_dense__q02,phd_annotator_1,Clarity,,,
human__k_dense__q02,phd_annotator_2,Novelty,,,
human__k_dense__q02,phd_annotator_2,Feasibility,,,
human__k_dense__q02,phd_annotator_2,Relevance,,,
human__k_dense__q02,phd_annotator_2,Clarity,,,
human__k_dense__q02,phd_annotator_3,Novelty,,,
human__k_dense__q02,phd_annotator_3,Feasibility,,,
human__k_dense__q02,phd_annotator_3,Relevance,,,
human__k_dense__q02,phd_annotator_3,Clarity,,,
human__k_dense__q03,phd_annotator_1,Novelty,,,
human__k_dense__q03,phd_annotator_1,Feasibility,,,
human__k_dense__q03,phd_annotator_1,Relevance,,,
human__k_dense__q03,phd_annotator_1,Clarity,,,
human__k_dense__q03,phd_annotator_2,Novelty,,,
human__k_dense__q03,phd_annotator_2,Feasibility,,,
human__k_dense__q03,phd_annotator_2,Relevance,,,
human__k_dense__q03,phd_annotator_2,Clarity,,,
human__k_dense__q03,phd_annotator_3,Novelty,,,
human__k_dense__q03,phd_annotator_3,Feasibility,,,
human__k_dense__q03,phd_annotator_3,Relevance,,,
human__k_dense__q03,phd_annotator_3,Clarity,,,
human__k_dense__q04,phd_annotator_1,Novelty,,,
human__k_dense__q04,phd_annotator_1,Feasibility,,,
human__k_dense__q04,phd_annotator_1,Relevance,,,
human__k_dense__q04,phd_annotator_1,Clarity,,,
human__k_dense__q04,phd_annotator_2,Novelty,,,
human__k_dense__q04,phd_annotator_2,Feasibility,,,
human__k_dense__q04,phd_annotator_2,Relevance,,,
human__k_dense__q04,phd_annotator_2,Clarity,,,
human__k_dense__q04,phd_annotator_3,Novelty,,,
human__k_dense__q04,phd_annotator_3,Feasibility,,,
human__k_dense__q04,phd_annotator_3,Relevance,,,
human__k_dense__q04,phd_annotator_3,Clarity,,,
human__k_dense__q05,phd_annotator_1,Novelty,,,
human__k_dense__q05,phd_annotator_1,Feasibility,,,
human__k_dense__q05,phd_annotator_1,Relevance,,,
human__k_dense__q05,phd_annotator_1,Clarity,,,
human__k_dense__q05,phd_annotator_2,Novelty,,,
human__k_dense__q05,phd_annotator_2,Feasibility,,,
human__k_dense__q05,phd_annotator_2,Relevance,,,
human__k_dense__q05,phd_annotator_2,Clarity,,,
human__k_dense__q05,phd_annotator_3,Novelty,,,
human__k_dense__q05,phd_annotator_3,Feasibility,,,
human__k_dense__q05,phd_annotator_3,Relevance,,,
human__k_dense__q05,phd_annotator_3,Clarity,,,
human__k_dense__q06,phd_annotator_1,Novelty,,,
human__k_dense__q06,phd_annotator_1,Feasibility,,,
human__k_dense__q06,phd_annotator_1,Relevance,,,
human__k_dense__q06,phd_annotator_1,Clarity,,,
human__k_dense__q06,phd_annotator_2,Novelty,,,
human__k_dense__q06,phd_annotator_2,Feasibility,,,
human__k_dense__q06,phd_annotator_2,Relevance,,,
human__k_dense__q06,phd_annotator_2,Clarity,,,
human__k_dense__q06,phd_annotator_3,Novelty,,,
human__k_dense__q06,phd_annotator_3,Feasibility,,,
human__k_dense__q06,phd_annotator_3,Relevance,,,
human__k_dense__q06,phd_annotator_3,Clarity,,,
human__k_dense__q07,phd_annotator_1,Novelty,,,
human__k_dense__q07,phd_annotator_1,Feasibility,,,
human__k_dense__q07,phd_annotator_1,Relevance,,,
human__k_dense__q07,phd_annotator_1,Clarity,,,
human__k_dense__q07,phd_annotator_2,Novelty,,,
human__k_dense__q07,phd_annotator_2,Feasibility,,,
human__k_dense__q07,phd_annotator_2,Relevance,,,
human__k_dense__q07,phd_annotator_2,Clarity,,,
human__k_dense__q07,phd_annotator_3,Novelty,,,
human__k_dense__q07,phd_annotator_3,Feasibility,,,
human__k_dense__q07,phd_annotator_3,Relevance,,,
human__k_dense__q07,phd_annotator_3,Clarity,,,
human__k_dense__q08,phd_annotator_1,Novelty,,,
human__k_dense__q08,phd_annotator_1,Feasibility,,,
human__k_dense__q08,phd_annotator_1,Relevance,,,
human__k_dense__q08,phd_annotator_1,Clarity,,,
human__k_dense__q08,phd_annotator_2,Novelty,,,
human__k_dense__q08,phd_annotator_2,Feasibility,,,
human__k_dense__q08,phd_annotator_2,Relevance,,,
human__k_dense__q08,phd_annotator_2,Clarity,,,
human__k_dense__q08,phd_annotator_3,Novelty,,,
human__k_dense__q08,phd_annotator_3,Feasibility,,,
human__k_dense__q08,phd_annotator_3,Relevance,,,
human__k_dense__q08,phd_annotator_3,Clarity,,,
human__k_dense__q09,phd_annotator_1,Novelty,,,
human__k_dense__q09,phd_annotator_1,Feasibility,,,
human__k_dense__q09,phd_annotator_1,Relevance,,,
human__k_dense__q09,phd_annotator_1,Clarity,,,
human__k_dense__q09,phd_annotator_2,Novelty,,,
human__k_dense__q09,phd_annotator_2,Feasibility,,,
human__k_dense__q09,phd_annotator_2,Relevance,,,
human__k_dense__q09,phd_annotator_2,Clarity,,,
human__k_dense__q09,phd_annotator_3,Novelty,,,
human__k_dense__q09,phd_annotator_3,Feasibility,,,
human__k_dense__q09,phd_annotator_3,Relevance,,,
human__k_dense__q09,phd_annotator_3,Clarity,,,
human__k_dense__q10,phd_annotator_1,Novelty,,,
human__k_dense__q10,phd_annotator_1,Feasibility,,,
human__k_dense__q10,phd_annotator_1,Relevance,,,
human__k_dense__q10,phd_annotator_1,Clarity,,,
human__k_dense__q10,phd_annotator_2,Novelty,,,
human__k_dense__q10,phd_annotator_2,Feasibility,,,
human__k_dense__q10,phd_annotator_2,Relevance,,,
human__k_dense__q10,phd_annotator_2,Clarity,,,
human__k_dense__q10,phd_annotator_3,Novelty,,,
human__k_dense__q10,phd_annotator_3,Feasibility,,,
human__k_dense__q10,phd_annotator_3,Relevance,,,
human__k_dense__q10,phd_annotator_3,Clarity,,,
human__k_dense__q11,phd_annotator_1,Novelty,,,
human__k_dense__q11,phd_annotator_1,Feasibility,,,
human__k_dense__q11,phd_annotator_1,Relevance,,,
human__k_dense__q11,phd_annotator_1,Clarity,,,
human__k_dense__q11,phd_annotator_2,Novelty,,,
human__k_dense__q11,phd_annotator_2,Feasibility,,,
human__k_dense__q11,phd_annotator_2,Relevance,,,
human__k_dense__q11,phd_annotator_2,Clarity,,,
human__k_dense__q11,phd_annotator_3,Novelty,,,
human__k_dense__q11,phd_annotator_3,Feasibility,,,
human__k_dense__q11,phd_annotator_3,Relevance,,,
human__k_dense__q11,phd_annotator_3,Clarity,,,
human__k_dense__q12,phd_annotator_1,Novelty,,,
human__k_dense__q12,phd_annotator_1,Feasibility,,,
human__k_dense__q12,phd_annotator_1,Relevance,,,
human__k_dense__q12,phd_annotator_1,Clarity,,,
human__k_dense__q12,phd_annotator_2,Novelty,,,
human__k_dense__q12,phd_annotator_2,Feasibility,,,
human__k_dense__q12,phd_annotator_2,Relevance,,,
human__k_dense__q12,phd_annotator_2,Clarity,,,
human__k_dense__q12,phd_annotator_3,Novelty,,,
human__k_dense__q12,phd_annotator_3,Feasibility,,,
human__k_dense__q12,phd_annotator_3,Relevance,,,
human__k_dense__q12,phd_annotator_3,Clarity,,,
human__k_dense__q13,phd_annotator_1,Novelty,,,
human__k_dense__q13,phd_annotator_1,Feasibility,,,
human__k_dense__q13,phd_annotator_1,Relevance,,,
human__k_dense__q13,phd_annotator_1,Clarity,,,
human__k_dense__q13,phd_annotator_2,Novelty,,,
human__k_dense__q13,phd_annotator_2,Feasibility,,,
human__k_dense__q13,phd_annotator_2,Relevance,,,
human__k_dense__q13,phd_annotator_2,Clarity,,,
human__k_dense__q13,phd_annotator_3,Novelty,,,
human__k_dense__q13,phd_annotator_3,Feasibility,,,
human__k_dense__q13,phd_annotator_3,Relevance,,,
human__k_dense__q13,phd_annotator_3,Clarity,,,
human__k_dense__q14,phd_annotator_1,Novelty,,,
human__k_dense__q14,phd_annotator_1,Feasibility,,,
human__k_dense__q14,phd_annotator_1,Relevance,,,
human__k_dense__q14,phd_annotator_1,Clarity,,,
human__k_dense__q14,phd_annotator_2,Novelty,,,
human__k_dense__q14,phd_annotator_2,Feasibility,,,
human__k_dense__q14,phd_annotator_2,Relevance,,,
human__k_dense__q14,phd_annotator_2,Clarity,,,
human__k_dense__q14,phd_annotator_3,Novelty,,,
human__k_dense__q14,phd_annotator_3,Feasibility,,,
human__k_dense__q14,phd_annotator_3,Relevance,,,
human__k_dense__q14,phd_annotator_3,Clarity,,,
human__k_dense__q15,phd_annotator_1,Novelty,,,
human__k_dense__q15,phd_annotator_1,Feasibility,,,
human__k_dense__q15,phd_annotator_1,Relevance,,,
human__k_dense__q15,phd_annotator_1,Clarity,,,
human__k_dense__q15,phd_annotator_2,Novelty,,,
human__k_dense__q15,phd_annotator_2,Feasibility,,,
human__k_dense__q15,phd_annotator_2,Relevance,,,
human__k_dense__q15,phd_annotator_2,Clarity,,,
human__k_dense__q15,phd_annotator_3,Novelty,,,
human__k_dense__q15,phd_annotator_3,Feasibility,,,
human__k_dense__q15,phd_annotator_3,Relevance,,,
human__k_dense__q15,phd_annotator_3,Clarity,,,
human__k_dense__q16,phd_annotator_1,Novelty,,,
human__k_dense__q16,phd_annotator_1,Feasibility,,,
human__k_dense__q16,phd_annotator_1,Relevance,,,
human__k_dense__q16,phd_annotator_1,Clarity,,,
human__k_dense__q16,phd_annotator_2,Novelty,,,
human__k_dense__q16,phd_annotator_2,Feasibility,,,
human__k_dense__q16,phd_annotator_2,Relevance,,,
human__k_dense__q16,phd_annotator_2,Clarity,,,
human__k_dense__q16,phd_annotator_3,Novelty,,,
human__k_dense__q16,phd_annotator_3,Feasibility,,,
human__k_dense__q16,phd_annotator_3,Relevance,,,
human__k_dense__q16,phd_annotator_3,Clarity,,,
human__k_dense__q17,phd_annotator_1,Novelty,,,
human__k_dense__q17,phd_annotator_1,Feasibility,,,
human__k_dense__q17,phd_annotator_1,Relevance,,,
human__k_dense__q17,phd_annotator_1,Clarity,,,
human__k_dense__q17,phd_annotator_2,Novelty,,,
human__k_dense__q17,phd_annotator_2,Feasibility,,,
human__k_dense__q17,phd_annotator_2,Relevance,,,
human__k_dense__q17,phd_annotator_2,Clarity,,,
human__k_dense__q17,phd_annotator_3,Novelty,,,
human__k_dense__q17,phd_annotator_3,Feasibility,,,
human__k_dense__q17,phd_annotator_3,Relevance,,,
human__k_dense__q17,phd_annotator_3,Clarity,,,
human__k_dense__q18,phd_annotator_1,Novelty,,,
human__k_dense__q18,phd_annotator_1,Feasibility,,,
human__k_dense__q18,phd_annotator_1,Relevance,,,
human__k_dense__q18,phd_annotator_1,Clarity,,,
human__k_dense__q18,phd_annotator_2,Novelty,,,
human__k_dense__q18,phd_annotator_2,Feasibility,,,
human__k_dense__q18,phd_annotator_2,Relevance,,,
human__k_dense__q18,phd_annotator_2,Clarity,,,
human__k_dense__q18,phd_annotator_3,Novelty,,,
human__k_dense__q18,phd_annotator_3,Feasibility,,,
human__k_dense__q18,phd_annotator_3,Relevance,,,
human__k_dense__q18,phd_annotator_3,Clarity,,,
human__k_dense__q19,phd_annotator_1,Novelty,,,
human__k_dense__q19,phd_annotator_1,Feasibility,,,
human__k_dense__q19,phd_annotator_1,Relevance,,,
human__k_dense__q19,phd_annotator_1,Clarity,,,
human__k_dense__q19,phd_annotator_2,Novelty,,,
human__k_dense__q19,phd_annotator_2,Feasibility,,,
human__k_dense__q19,phd_annotator_2,Relevance,,,
human__k_dense__q19,phd_annotator_2,Clarity,,,
human__k_dense__q19,phd_annotator_3,Novelty,,,
human__k_dense__q19,phd_annotator_3,Feasibility,,,
human__k_dense__q19,phd_annotator_3,Relevance,,,
human__k_dense__q19,phd_annotator_3,Clarity,,,
human__k_dense__q20,phd_annotator_1,Novelty,,,
human__k_dense__q20,phd_annotator_1,Feasibility,,,
human__k_dense__q20,phd_annotator_1,Relevance,,,
human__k_dense__q20,phd_annotator_1,Clarity,,,
human__k_dense__q20,phd_annotator_2,Novelty,,,
human__k_dense__q20,phd_annotator_2,Feasibility,,,
human__k_dense__q20,phd_annotator_2,Relevance,,,
human__k_dense__q20,phd_annotator_2,Clarity,,,
human__k_dense__q20,phd_annotator_3,Novelty,,,
human__k_dense__q20,phd_annotator_3,Feasibility,,,
human__k_dense__q20,phd_annotator_3,Relevance,,,
human__k_dense__q20,phd_annotator_3,Clarity,,,
human__k_dense__q21,phd_annotator_1,Novelty,,,
human__k_dense__q21,phd_annotator_1,Feasibility,,,
human__k_dense__q21,phd_annotator_1,Relevance,,,
human__k_dense__q21,phd_annotator_1,Clarity,,,
human__k_dense__q21,phd_annotator_2,Novelty,,,
human__k_dense__q21,phd_annotator_2,Feasibility,,,
human__k_dense__q21,phd_annotator_2,Relevance,,,
human__k_dense__q21,phd_annotator_2,Clarity,,,
human__k_dense__q21,phd_annotator_3,Novelty,,,
human__k_dense__q21,phd_annotator_3,Feasibility,,,
human__k_dense__q21,phd_annotator_3,Relevance,,,
human__k_dense__q21,phd_annotator_3,Clarity,,,
human__k_dense__q22,phd_annotator_1,Novelty,,,
human__k_dense__q22,phd_annotator_1,Feasibility,,,
human__k_dense__q22,phd_annotator_1,Relevance,,,
human__k_dense__q22,phd_annotator_1,Clarity,,,
human__k_dense__q22,phd_annotator_2,Novelty,,,
human__k_dense__q22,phd_annotator_2,Feasibility,,,
human__k_dense__q22,phd_annotator_2,Relevance,,,
human__k_dense__q22,phd_annotator_2,Clarity,,,
human__k_dense__q22,phd_annotator_3,Novelty,,,
human__k_dense__q22,phd_annotator_3,Feasibility,,,
human__k_dense__q22,phd_annotator_3,Relevance,,,
human__k_dense__q22,phd_annotator_3,Clarity,,,
human__k_dense__q23,phd_annotator_1,Novelty,,,
human__k_dense__q23,phd_annotator_1,Feasibility,,,
human__k_dense__q23,phd_annotator_1,Relevance,,,
human__k_dense__q23,phd_annotator_1,Clarity,,,
human__k_dense__q23,phd_annotator_2,Novelty,,,
human__k_dense__q23,phd_annotator_2,Feasibility,,,
human__k_dense__q23,phd_annotator_2,Relevance,,,
human__k_dense__q23,phd_annotator_2,Clarity,,,
human__k_dense__q23,phd_annotator_3,Novelty,,,
human__k_dense__q23,phd_annotator_3,Feasibility,,,
human__k_dense__q23,phd_annotator_3,Relevance,,,
human__k_dense__q23,phd_annotator_3,Clarity,,,
human__k_dense__q24,phd_annotator_1,Novelty,,,
human__k_dense__q24,phd_annotator_1,Feasibility,,,
human__k_dense__q24,phd_annotator_1,Relevance,,,
human__k_dense__q24,phd_annotator_1,Clarity,,,
human__k_dense__q24,phd_annotator_2,Novelty,,,
human__k_dense__q24,phd_annotator_2,Feasibility,,,
human__k_dense__q24,phd_annotator_2,Relevance,,,
human__k_dense__q24,phd_annotator_2,Clarity,,,
human__k_dense__q24,phd_annotator_3,Novelty,,,
human__k_dense__q24,phd_annotator_3,Feasibility,,,
human__k_dense__q24,phd_annotator_3,Relevance,,,
human__k_dense__q24,phd_annotator_3,Clarity,,,
human__k_dense__q25,phd_annotator_1,Novelty,,,
human__k_dense__q25,phd_annotator_1,Feasibility,,,
human__k_dense__q25,phd_annotator_1,Relevance,,,
human__k_dense__q25,phd_annotator_1,Clarity,,,
human__k_dense__q25,phd_annotator_2,Novelty,,,
human__k_dense__q25,phd_annotator_2,Feasibility,,,
human__k_dense__q25,phd_annotator_2,Relevance,,,
human__k_dense__q25,phd_annotator_2,Clarity,,,
human__k_dense__q25,phd_annotator_3,Novelty,,,
human__k_dense__q25,phd_annotator_3,Feasibility,,,
human__k_dense__q25,phd_annotator_3,Relevance,,,
human__k_dense__q25,phd_annotator_3,Clarity,,,
human__k_dense__q26,phd_annotator_1,Novelty,,,
human__k_dense__q26,phd_annotator_1,Feasibility,,,
human__k_dense__q26,phd_annotator_1,Relevance,,,
human__k_dense__q26,phd_annotator_1,Clarity,,,
human__k_dense__q26,phd_annotator_2,Novelty,,,
human__k_dense__q26,phd_annotator_2,Feasibility,,,
human__k_dense__q26,phd_annotator_2,Relevance,,,
human__k_dense__q26,phd_annotator_2,Clarity,,,
human__k_dense__q26,phd_annotator_3,Novelty,,,
human__k_dense__q26,phd_annotator_3,Feasibility,,,
human__k_dense__q26,phd_annotator_3,Relevance,,,
human__k_dense__q26,phd_annotator_3,Clarity,,,
human__k_dense__q27,phd_annotator_1,Novelty,,,
human__k_dense__q27,phd_annotator_1,Feasibility,,,
human__k_dense__q27,phd_annotator_1,Relevance,,,
human__k_dense__q27,phd_annotator_1,Clarity,,,
human__k_dense__q27,phd_annotator_2,Novelty,,,
human__k_dense__q27,phd_annotator_2,Feasibility,,,
human__k_dense__q27,phd_annotator_2,Relevance,,,
human__k_dense__q27,phd_annotator_2,Clarity,,,
human__k_dense__q27,phd_annotator_3,Novelty,,,
human__k_dense__q27,phd_annotator_3,Feasibility,,,
human__k_dense__q27,phd_annotator_3,Relevance,,,
human__k_dense__q27,phd_annotator_3,Clarity,,,
human__k_dense__q28,phd_annotator_1,Novelty,,,
human__k_dense__q28,phd_annotator_1,Feasibility,,,
human__k_dense__q28,phd_annotator_1,Relevance,,,
human__k_dense__q28,phd_annotator_1,Clarity,,,
human__k_dense__q28,phd_annotator_2,Novelty,,,
human__k_dense__q28,phd_annotator_2,Feasibility,,,
human__k_dense__q28,phd_annotator_2,Relevance,,,
human__k_dense__q28,phd_annotator_2,Clarity,,,
human__k_dense__q28,phd_annotator_3,Novelty,,,
human__k_dense__q28,phd_annotator_3,Feasibility,,,
human__k_dense__q28,phd_annotator_3,Relevance,,,
human__k_dense__q28,phd_annotator_3,Clarity,,,
human__k_dense__q29,phd_annotator_1,Novelty,,,
human__k_dense__q29,phd_annotator_1,Feasibility,,,
human__k_dense__q29,phd_annotator_1,Relevance,,,
human__k_dense__q29,phd_annotator_1,Clarity,,,
human__k_dense__q29,phd_annotator_2,Novelty,,,
human__k_dense__q29,phd_annotator_2,Feasibility,,,
human__k_dense__q29,phd_annotator_2,Relevance,,,
human__k_dense__q29,phd_annotator_2,Clarity,,,
human__k_dense__q29,phd_annotator_3,Novelty,,,
human__k_dense__q29,phd_annotator_3,Feasibility,,,
human__k_dense__q29,phd_annotator_3,Relevance,,,
human__k_dense__q29,phd_annotator_3,Clarity,,,
human__k_dense__q30,phd_annotator_1,Novelty,,,
human__k_dense__q30,phd_annotator_1,Feasibility,,,
human__k_dense__q30,phd_annotator_1,Relevance,,,
human__k_dense__q30,phd_annotator_1,Clarity,,,
human__k_dense__q30,phd_annotator_2,Novelty,,,
human__k_dense__q30,phd_annotator_2,Feasibility,,,
human__k_dense__q30,phd_annotator_2,Relevance,,,
human__k_dense__q30,phd_annotator_2,Clarity,,,
human__k_dense__q30,phd_annotator_3,Novelty,,,
human__k_dense__q30,phd_annotator_3,Feasibility,,,
human__k_dense__q30,phd_annotator_3,Relevance,,,
human__k_dense__q30,phd_annotator_3,Clarity,,,
